,content,norm,tokens,final
68,asslamoalikum. i usw this app no doubt it is good app but u don't think an intermediate student should use this app and they use if u don't give us money. we are a student not a worker we don't have money but we want to improve our english you should give this app free for only students . who agree with me? and also i don't post this comment until i click the rate of this app it is called force this app doest give any advantage of students i think all apps include this could blocked,asslamoalikum . I usw this app no doubt it be good app but you do not think an intermediate student should use this app and they use if you do not give we money . we be a student not a worker we do not have money but we want to improve our english you should give this app free for only student . who agree with I ? and also I do not post this comment until I click the rate of this app it be call force this app doest give any advantage of student I think all app include this could block,"['asslamoalikum', 'usw', 'app', 'doubt', 'good', 'app', 'think', 'intermediate', 'student', 'use', 'app', 'use', 'money', 'student', 'worker', 'money', 'want', 'improve', 'english', 'app', 'free', 'student', 'agree', 'post', 'comment', 'click', 'rate', 'app', 'force', 'app', 'doest', 'advantage', 'student', 'think', 'app', 'include', 'block']",asslamoalikum usw app doubt good app think intermediate student use app use money student worker money want improve english app free student agree post comment click rate app force app doest advantage student think app include block
69,"though its a great app for practicing speaking english, the free practice time should be increased. by this it can be more popular and useful for us.","though its a great app for practice speak english , the free practice time should be increase . by this it can be more popular and useful for we .","['great', 'app', 'practice', 'speak', 'english', 'free', 'practice', 'time', 'increase', 'popular', 'useful']",great app practice speak english free practice time increase popular useful
70,"its a wonderful app, helpfull, easy to use, professional, i think its a good place to improve my english language in the easy and fast way... thank you.....","its a wonderful app , helpfull , easy to use , professional , I think its a good place to improve my english language in the easy and fast way ... thank you .....","['wonderful', 'app', 'helpfull', 'easy', 'use', 'professional', 'think', 'good', 'place', 'improve', 'english', 'language', 'easy', 'fast', 'way', 'thank']",wonderful app helpfull easy use professional think good place improve english language easy fast way thank
71,"yes, it is very helpful any time any place with good pronunciation. how many days does this class wii be. how i have to practice. ok good bye. that too it is through ai.","yes , it be very helpful any time any place with good pronunciation . how many day do this class wii be . how I have to practice . ok good bye . that too it be through ai .","['yes', 'helpful', 'time', 'place', 'good', 'pronunciation', 'day', 'class', 'wii', 'practice', 'ok', 'good', 'bye', 'ai']",yes helpful time place good pronunciation day class wii practice ok good bye ai
72,i can't change the learning level. its set in beginner level and teaching me like ilike an apple....disgusting,I can not change the learn level . its set in beginner level and teach I like ilike an apple .... disgust,"['change', 'learn', 'level', 'set', 'beginner', 'level', 'teach', 'like', 'ilike', 'apple', 'disgust']",change learn level set beginner level teach like ilike apple disgust
73,"i want to cancel this application, but the company doesn't . i hate this application, i don't like, i want to cancel right now. i don't pay more...","I want to cancel this application , but the company do not . I hate this application , I do not like , I want to cancel right now . I do not pay more ...","['want', 'cancel', 'application', 'company', 'hate', 'application', 'like', 'want', 'cancel', 'right', 'pay']",want cancel application company hate application like want cancel right pay
74,it was great . i learned a lot from this app. they give faster results,it be great . I learn a lot from this app . they give fast result,"['great', 'learn', 'lot', 'app', 'fast', 'result']",great learn lot app fast result
75,it's was the only part that everyone need to improve your english some ia where you can tried your english,it be be the only part that everyone need to improve your english some ia where you can try your english,"['need', 'improve', 'english', 'ia', 'try', 'english']",need improve english ia try english
76,such a time waste app i've uninstalled this and deleted my account after preparing everything and when i started using this then after some questions he asked for a purchase,such a time waste app I have uninstalle this and delete my account after prepare everything and when I start use this then after some question he ask for a purchase,"['time', 'waste', 'app', 'uninstalle', 'delete', 'account', 'prepare', 'start', 'use', 'question', 'ask', 'purchase']",time waste app uninstalle delete account prepare start use question ask purchase
77,it helping in saying the perfect words to create an impression,it help in say the perfect word to create an impression,"['help', 'perfect', 'word', 'create', 'impression']",help perfect word create impression
78,it's a very good app for learning and speaking if you really want to speak english fluently you have to buy yearly plan. if you are thinking that i just take the trail of 3 days after that i will decide.. you can't change it.. after the trail you have to pay even if you cancel the subscription. i subscribed for a week and want to change yearly because weekly is expensive.. but i can't i have to pay first weekly payment even i cancel subscription,it be a very good app for learn and speak if you really want to speak english fluently you have to buy yearly plan . if you be think that I just take the trail of 3 day after that I will decide .. you can not change it .. after the trail you have to pay even if you cancel the subscription . I subscribe for a week and want to change yearly because weekly be expensive .. but I can not I have to pay first weekly payment even I cancel subscription,"['good', 'app', 'learn', 'speak', 'want', 'speak', 'english', 'fluently', 'buy', 'yearly', 'plan', 'think', 'trail', '3', 'day', 'decide', 'change', 'trail', 'pay', 'cancel', 'subscription', 'subscribe', 'week', 'want', 'change', 'yearly', 'weekly', 'expensive', 'pay', 'weekly', 'payment', 'cancel', 'subscription']",good app learn speak want speak english fluently buy yearly plan think trail 3 day decide change trail pay cancel subscription subscribe week want change yearly weekly expensive pay weekly payment cancel subscription
79,it's a great app i ever used to improve my english. the best feature of the app is that it is free. go ahead and download it very useful app.,it be a great app I ever use to improve my english . the good feature of the app be that it be free . go ahead and download it very useful app .,"['great', 'app', 'use', 'improve', 'english', 'good', 'feature', 'app', 'free', 'ahead', 'download', 'useful', 'app']",great app use improve english good feature app free ahead download useful app
80,nice application wonderful this can help a lot. it has become very easy for us. thank you very much to you thanks,nice application wonderful this can help a lot . it have become very easy for we . thank you very much to you thank,"['nice', 'application', 'wonderful', 'help', 'lot', 'easy', 'thank', 'thank']",nice application wonderful help lot easy thank thank
81,"i don't like it and having trouble to unsubscribe, because it want me to unsubscribe using google play and is not listed in my subscriptions.","I do not like it and have trouble to unsubscribe , because it want I to unsubscribe use google play and be not list in my subscription .","['like', 'trouble', 'unsubscribe', 'want', 'unsubscribe', 'use', 'google', 'play', 'list', 'subscription']",like trouble unsubscribe want unsubscribe use google play list subscription
82,this app is great. it will improve your english if you spend some time and start taking intrest.,this app be great . it will improve your english if you spend some time and start take intrest .,"['app', 'great', 'improve', 'english', 'spend', 'time', 'start', 'intrest']",app great improve english spend time start intrest
83,this app is good but some people have not money to improve english if you give him all version without paid then he very great for beginners,this app be good but some people have not money to improve english if you give he all version without pay then he very great for beginner,"['app', 'good', 'people', 'money', 'improve', 'english', 'version', 'pay', 'great', 'beginner']",app good people money improve english version pay great beginner
84,"it's was great speak and learning english with ai ,thanxs for give us another opportunity to learn ,am greatful","it be be great speak and learn english with ai , thanxs for give we another opportunity to learn , be greatful","['great', 'speak', 'learn', 'english', 'ai', 'thanxs', 'opportunity', 'learn', 'greatful']",great speak learn english ai thanxs opportunity learn greatful
85,"no free apps charge fees to much.first time login notifications.after login 5,10,mints to use ai apps after block to reason buy the apps.total time waist.","no free app charge fee to much.first time login notifications.after login 5,10,mint to use ai app after block to reason buy the apps.total time waist .","['free', 'app', 'charge', 'fee', 'much.first', 'time', 'login', 'notifications.after', 'login', '5,10,mint', 'use', 'ai', 'app', 'block', 'reason', 'buy', 'apps.total', 'time', 'waist']","free app charge fee much.first time login notifications.after login 5,10,mint use ai app block reason buy apps.total time waist"
86,this is a very nice app for my english is very prone and very nicely i have a successful the talking to english fluently,this be a very nice app for my english be very prone and very nicely I have a successful the talk to english fluently,"['nice', 'app', 'english', 'prone', 'nicely', 'successful', 'talk', 'english', 'fluently']",nice app english prone nicely successful talk english fluently
87,"its fantastic for me, has helped me to improve in little ignored principles of speaking english","its fantastic for I , have help I to improve in little ignore principle of speak english","['fantastic', 'help', 'improve', 'little', 'ignore', 'principle', 'speak', 'english']",fantastic help improve little ignore principle speak english
88,this app is not working anymore. it keep saying oops. something went wrong. tap here to retry. can you fix this?,this app be not work anymore . it keep say oops . something go wrong . tap here to retry . can you fix this ?,"['app', 'work', 'anymore', 'oops', 'wrong', 'tap', 'retry', 'fix']",app work anymore oops wrong tap retry fix
89,this app use to my job.i promoted teacher to principal so i want learn english.so this app useful to me. thank you,this app use to my job.i promote teacher to principal so I want learn english.so this app useful to I . thank you,"['app', 'use', 'job.i', 'promote', 'teacher', 'principal', 'want', 'learn', 'english.so', 'app', 'useful', 'thank']",app use job.i promote teacher principal want learn english.so app useful thank
90,very good app but always ask about free trailor or else but not have any ads and best app for beganier or something else,very good app but always ask about free trailor or else but not have any ad and good app for beganier or something else,"['good', 'app', 'ask', 'free', 'trailor', 'ad', 'good', 'app', 'beganier']",good app ask free trailor ad good app beganier
91,"this app is very helpful, and all lessons are interesting and meaningful.","this app be very helpful , and all lesson be interesting and meaningful .","['app', 'helpful', 'lesson', 'interesting', 'meaningful']",app helpful lesson interesting meaningful
92,it's good for the beginners who wants to learn english speaking and grammar,it be good for the beginner who want to learn english speaking and grammar,"['good', 'beginner', 'want', 'learn', 'english', 'speaking', 'grammar']",good beginner want learn english speaking grammar
93,i am not use this app now but i can't unsubscribe. and deduct money my bank account .i want stop that how to stop that,I be not use this app now but I can not unsubscribe . and deduct money my bank account .i want stop that how to stop that,"['use', 'app', 'unsubscribe', 'deduct', 'money', 'bank', 'account', '.i', 'want', 'stop', 'stop']",use app unsubscribe deduct money bank account .i want stop stop
94,its wonderful way to learn english from home. strongly recommended,its wonderful way to learn english from home . strongly recommend,"['wonderful', 'way', 'learn', 'english', 'home', 'strongly', 'recommend']",wonderful way learn english home strongly recommend
95,it is good app for learning english and spanish translation app,it be good app for learn english and spanish translation app,"['good', 'app', 'learn', 'english', 'spanish', 'translation', 'app']",good app learn english spanish translation app
96,it is a perfect platform for learning english language,it be a perfect platform for learn english language,"['perfect', 'platform', 'learn', 'english', 'language']",perfect platform learn english language
97,your app is useless! its not responding! its not helping me and it's stressing me out!,your app be useless ! its not respond ! its not help I and it be stress I out !,"['app', 'useless', 'respond', 'help', 'stress']",app useless respond help stress
98,"decent application for learning english although there are many other apps that can help you in learning english better; better in the sense for free; if you want to learn english on this app for free it is almost impossible as the time limit is only till 5 minutes for people who want to learn free. other than that it is decent app, but the ads are clickbait because in one of the ads it shows the lip animation syncs with the words in reality it doesn't. hope you fix it!","decent application for learn english although there be many other app that can help you in learn english well ; well in the sense for free ; if you want to learn english on this app for free it be almost impossible as the time limit be only till 5 minute for people who want to learn free . other than that it be decent app , but the ad be clickbait because in one of the ad it show the lip animation sync with the word in reality it do not . hope you fix it !","['decent', 'application', 'learn', 'english', 'app', 'help', 'learn', 'english', 'sense', 'free', 'want', 'learn', 'english', 'app', 'free', 'impossible', 'time', 'limit', 'till', '5', 'minute', 'people', 'want', 'learn', 'free', 'decent', 'app', 'ad', 'clickbait', 'ad', 'lip', 'animation', 'sync', 'word', 'reality', 'hope', 'fix']",decent application learn english app help learn english sense free want learn english app free impossible time limit till 5 minute people want learn free decent app ad clickbait ad lip animation sync word reality hope fix
99,"very costly, not even free trial without adding credit card details","very costly , not even free trial without add credit card detail","['costly', 'free', 'trial', 'add', 'credit', 'card', 'detail']",costly free trial add credit card detail
100,"ai is wonderful and amazing, i am so happy and it is very helpful for people","ai be wonderful and amazing , I be so happy and it be very helpful for people","['ai', 'wonderful', 'amazing', 'happy', 'helpful', 'people']",ai wonderful amazing happy helpful people
101,these is one of the best app have ever seen these year 2025 ... really like the app a lot,these be one of the good app have ever see these year 2025 ... really like the app a lot,"['good', 'app', 'year', '2025', 'like', 'app', 'lot']",good app year 2025 like app lot
102,"in my samsung a53 , i can't login with google and same issue in other option, i can't create account, please solve this issue , i am trying fifth time","in my samsung a53 , I can not login with google and same issue in other option , I can not create account , please solve this issue , I be try fifth time","['samsung', 'a53', 'login', 'google', 'issue', 'option', 'create', 'account', 'solve', 'issue', 'try', 'fifth', 'time']",samsung a53 login google issue option create account solve issue try fifth time
103,it dont work correctly. getting stuck. iim canceling my subscription,it do not work correctly . getting stick . iim cancel my subscription,"['work', 'correctly', 'getting', 'stick', 'iim', 'cancel', 'subscription']",work correctly getting stick iim cancel subscription
104,interactive and fun tool to improve english..i love it!,interactive and fun tool to improve english .. I love it !,"['interactive', 'fun', 'tool', 'improve', 'english', 'love']",interactive fun tool improve english love
105,"excellent app, great opportunity to learn english perfectly.","excellent app , great opportunity to learn english perfectly .","['excellent', 'app', 'great', 'opportunity', 'learn', 'english', 'perfectly']",excellent app great opportunity learn english perfectly
106,"awesome app, really help to learn speaking with confident","awesome app , really help to learn speak with confident","['awesome', 'app', 'help', 'learn', 'speak', 'confident']",awesome app help learn speak confident
107,this app is not good.srilanka curntry negative languages not added.how are learning spoken english,this app be not good.srilanka curntry negative language not added.how be learning speak english,"['app', 'good.srilanka', 'curntry', 'negative', 'language', 'added.how', 'learning', 'speak', 'english']",app good.srilanka curntry negative language added.how learning speak english
108,"this app is a joke. first, it lures you with promises of free lessons, then attacks you with non-stop ads and hidden charges. the english it teaches is outdated, unnatural, and sometimes just wrong. feels like it was made by someone who barely speaks english themselves. i regret every second i wasted. total scam.","this app be a joke . first , it lure you with promise of free lesson , then attack you with non - stop ad and hidden charge . the english it teach be outdate , unnatural , and sometimes just wrong . feel like it be make by someone who barely speak english themselves . I regret every second I waste . total scam .","['app', 'joke', 'lure', 'promise', 'free', 'lesson', 'attack', 'non', 'stop', 'ad', 'hidden', 'charge', 'english', 'teach', 'outdate', 'unnatural', 'wrong', 'feel', 'like', 'barely', 'speak', 'english', 'regret', 'second', 'waste', 'total', 'scam']",app joke lure promise free lesson attack non stop ad hidden charge english teach outdate unnatural wrong feel like barely speak english regret second waste total scam
109,"perfect,i wish it can be subscribe daily at low amount","perfect , I wish it can be subscribe daily at low amount","['perfect', 'wish', 'subscribe', 'daily', 'low']",perfect wish subscribe daily low
110,it is the better app for practicing of english language.,it be the well app for practice of english language .,"['app', 'practice', 'english', 'language']",app practice english language
111,this app is very much helpful to learn english. definitely a new learner can easily learn english by this app. i want to learn english speaking by your app. but i have no money to pay you. please give me the opportunity to learn english by using your app.,this app be very much helpful to learn english . definitely a new learner can easily learn english by this app . I want to learn english speak by your app . but I have no money to pay you . please give I the opportunity to learn english by use your app .,"['app', 'helpful', 'learn', 'english', 'definitely', 'new', 'learner', 'easily', 'learn', 'english', 'app', 'want', 'learn', 'english', 'speak', 'app', 'money', 'pay', 'opportunity', 'learn', 'english', 'use', 'app']",app helpful learn english definitely new learner easily learn english app want learn english speak app money pay opportunity learn english use app
112,"i think it is a great, amazing ai tutor, but always, there is something missing and in this app payment is very expensive for week or year and also no offers are available hope it was less payments app","I think it be a great , amazing ai tutor , but always , there be something missing and in this app payment be very expensive for week or year and also no offer be available hope it be less payment app","['think', 'great', 'amazing', 'ai', 'tutor', 'missing', 'app', 'payment', 'expensive', 'week', 'year', 'offer', 'available', 'hope', 'payment', 'app']",think great amazing ai tutor missing app payment expensive week year offer available hope payment app
113,to many bug in this app. after deduction the payment not provided the app excess. again again aksing purchase subscription.. i have already puchse. no option of cancellation... don't rely the app .i have lost my mony.,to many bug in this app . after deduction the payment not provide the app excess . again again akse purchase subscription .. I have already puchse . no option of cancellation ... do not rely the app .i have lose my mony .,"['bug', 'app', 'deduction', 'payment', 'provide', 'app', 'excess', 'akse', 'purchase', 'subscription', 'puchse', 'option', 'cancellation', 'rely', 'app', '.i', 'lose', 'mony']",bug app deduction payment provide app excess akse purchase subscription puchse option cancellation rely app .i lose mony
114,"this is scam. they just charge money but service doesn't work. they charged me twice, they didn't answer to my emails. there is no option to unsubscribe in the application.","this be scam . they just charge money but service do not work . they charge I twice , they do not answer to my email . there be no option to unsubscribe in the application .","['scam', 'charge', 'money', 'service', 'work', 'charge', 'twice', 'answer', 'email', 'option', 'unsubscribe', 'application']",scam charge money service work charge twice answer email option unsubscribe application
115,"learns ai is a robust and leading-edge application designed to simplify and enhance the learning experience in artificial intelligence. it combines cutting-edge technology with user-friendly interfaces to cater to learners at all levels, from beginners to experts. the application offers interactive modules, real-world ai simulations, and personalized learning paths to ensure comprehensive understanding and skill development. its emphasis on practical applications, such as building ai models and","learns ai be a robust and leading - edge application design to simplify and enhance the learn experience in artificial intelligence . it combine cutting - edge technology with user - friendly interface to cater to learner at all level , from beginner to expert . the application offer interactive module , real - world ai simulation , and personalize learn path to ensure comprehensive understanding and skill development . its emphasis on practical application , such as building ai model and","['learns', 'ai', 'robust', 'leading', 'edge', 'application', 'design', 'simplify', 'enhance', 'learn', 'experience', 'artificial', 'intelligence', 'combine', 'cutting', 'edge', 'technology', 'user', 'friendly', 'interface', 'cater', 'learner', 'level', 'beginner', 'expert', 'application', 'offer', 'interactive', 'module', 'real', 'world', 'ai', 'simulation', 'personalize', 'learn', 'path', 'ensure', 'comprehensive', 'understanding', 'skill', 'development', 'emphasis', 'practical', 'application', 'building', 'ai', 'model']",learns ai robust leading edge application design simplify enhance learn experience artificial intelligence combine cutting edge technology user friendly interface cater learner level beginner expert application offer interactive module real world ai simulation personalize learn path ensure comprehensive understanding skill development emphasis practical application building ai model
116,don't download this app automatically deduct money from your account.this is a scam app!!!!!!!!!!!!!!!!!!!! they don't give your refund but in there policy they said they will give the refund but it's not true. so dissapointing application ever!!!!!!! scammer.,do not download this app automatically deduct money from your account.this be a scam app ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! they do not give your refund but in there policy they say they will give the refund but it be not true . so dissapointe application ever ! ! ! ! ! ! ! scammer .,"['download', 'app', 'automatically', 'deduct', 'money', 'account.this', 'scam', 'app', 'refund', 'policy', 'refund', 'true', 'dissapointe', 'application', 'scammer']",download app automatically deduct money account.this scam app refund policy refund true dissapointe application scammer
117,"very successful and well-regarded app. i like it very much. i am very impressed with it. i try to spend more time on it and learn more english. i keep learning something, it's good for learning and very helpful","very successful and well - regard app . I like it very much . I be very impressed with it . I try to spend more time on it and learn more english . I keep learn something , it be good for learn and very helpful","['successful', 'regard', 'app', 'like', 'impressed', 'try', 'spend', 'time', 'learn', 'english', 'learn', 'good', 'learn', 'helpful']",successful regard app like impressed try spend time learn english learn good learn helpful
118,"my experience was very bad in payment related and customer support is also poor. i have unsubscribed still, my amount has been deducted if next payment will deducted then i need to take legel action on it. i don't to suggest anyone.","my experience be very bad in payment relate and customer support be also poor . I have unsubscribe still , my amount have be deduct if next payment will deduct then I need to take legel action on it . I do not to suggest anyone .","['experience', 'bad', 'payment', 'relate', 'customer', 'support', 'poor', 'unsubscribe', 'deduct', 'payment', 'deduct', 'need', 'legel', 'action', 'suggest']",experience bad payment relate customer support poor unsubscribe deduct payment deduct need legel action suggest
119,"good app , you can discus with ai about grammar and sentences , but i wish to add correction of incorrect speak and add practices for spelling the words and sentences.","good app , you can discus with ai about grammar and sentence , but I wish to add correction of incorrect speak and add practice for spell the word and sentence .","['good', 'app', 'discus', 'ai', 'grammar', 'sentence', 'wish', 'add', 'correction', 'incorrect', 'speak', 'add', 'practice', 'spell', 'word', 'sentence']",good app discus ai grammar sentence wish add correction incorrect speak add practice spell word sentence
120,i wish if this application is for free because no one can afford it even if with a small fee but it's difficult for a lot of people to learn with this application because they can't afford it otherwise it's an amazing application i really loved it,I wish if this application be for free because no one can afford it even if with a small fee but it be difficult for a lot of people to learn with this application because they can not afford it otherwise it be an amazing application I really love it,"['wish', 'application', 'free', 'afford', 'small', 'fee', 'difficult', 'lot', 'people', 'learn', 'application', 'afford', 'amazing', 'application', 'love']",wish application free afford small fee difficult lot people learn application afford amazing application love
121,i intalled your application and get offer 86% weekly 76 rs. and i took subscription using google pay but debited 3900 rs for 1 year from my account this is cheating. i canceled my subscription now but i got mail no refund . i need my amount.,I intalle your application and get offer 86 % weekly 76 rs . and I take subscription use google pay but debit 3900 rs for 1 year from my account this be cheat . I cancel my subscription now but I get mail no refund . I need my amount .,"['intalle', 'application', 'offer', '86', 'weekly', '76', 'rs', 'subscription', 'use', 'google', 'pay', 'debit', '3900', 'rs', '1', 'year', 'account', 'cheat', 'cancel', 'subscription', 'mail', 'refund', 'need']",intalle application offer 86 weekly 76 rs subscription use google pay debit 3900 rs 1 year account cheat cancel subscription mail refund need
122,pros: realistic animation cons: the app crash the 3 time i make a sentence i enjoy watching the lady speak but waiting the app for a reply for 3 mins keep me wonder if its me or the app that needs english improvement,pro : realistic animation con : the app crash the 3 time I make a sentence I enjoy watch the lady speak but wait the app for a reply for 3 min keep I wonder if its I or the app that need english improvement,"['pro', 'realistic', 'animation', 'con', 'app', 'crash', '3', 'time', 'sentence', 'enjoy', 'watch', 'lady', 'speak', 'wait', 'app', 'reply', '3', 'min', 'wonder', 'app', 'need', 'english', 'improvement']",pro realistic animation con app crash 3 time sentence enjoy watch lady speak wait app reply 3 min wonder app need english improvement
123,"i cancelled my subscription before renew, but still they have charged (debit) money automatically through my debit card. i want refund. very poor experience.","I cancel my subscription before renew , but still they have charge ( debit ) money automatically through my debit card . I want refund . very poor experience .","['cancel', 'subscription', 'renew', 'charge', 'debit', 'money', 'automatically', 'debit', 'card', 'want', 'refund', 'poor', 'experience']",cancel subscription renew charge debit money automatically debit card want refund poor experience
124,"i have not been able to start a conversation with learna, the app is blocked even having an excellent internet connection. it does not work. i need to be reimbursed for the money i pay for this. thank you","I have not be able to start a conversation with learna , the app be block even have an excellent internet connection . it do not work . I need to be reimburse for the money I pay for this . thank you","['able', 'start', 'conversation', 'learna', 'app', 'block', 'excellent', 'internet', 'connection', 'work', 'need', 'reimburse', 'money', 'pay', 'thank']",able start conversation learna app block excellent internet connection work need reimburse money pay thank
125,"its nice to have a free trial in my first time but this app charged me and collect my money easily in advance time, while the contract is weekly, they charged me easily $10.99 a week but dec. 2, 2024 and charged me again $10.99 on dec. 5 2024, thats to much","its nice to have a free trial in my first time but this app charge I and collect my money easily in advance time , while the contract be weekly , they charge I easily $ 10.99 a week but december 2 , 2024 and charge I again $ 10.99 on december 5 2024 , that be to much","['nice', 'free', 'trial', 'time', 'app', 'charge', 'collect', 'money', 'easily', 'advance', 'time', 'contract', 'weekly', 'charge', 'easily', '$', '10.99', 'week', 'december', '2', '2024', 'charge', '$', '10.99', 'december', '5', '2024']",nice free trial time app charge collect money easily advance time contract weekly charge easily $ 10.99 week december 2 2024 charge $ 10.99 december 5 2024
126,the worst app as i've ever seen. the app always gets stuck and freezes. i have a stable connection to the internet therefore i don't understand why.,the bad app as I have ever see . the app always get stuck and freeze . I have a stable connection to the internet therefore I do not understand why .,"['bad', 'app', 'app', 'stuck', 'freeze', 'stable', 'connection', 'internet', 'understand']",bad app app stuck freeze stable connection internet understand
127,"not a good way to learn english. no feedback on your english. no new sentences to learn, no new vocabulary, not good at all.","not a good way to learn english . no feedback on your english . no new sentence to learn , no new vocabulary , not good at all .","['good', 'way', 'learn', 'english', 'feedback', 'english', 'new', 'sentence', 'learn', 'new', 'vocabulary', 'good']",good way learn english feedback english new sentence learn new vocabulary good
128,"i was charged during the free 1-week trial period. just two days in, i noticed money had been deducted from my account. what a disappointing app.","I be charge during the free 1 - week trial period . just two day in , I notice money have be deduct from my account . what a disappointing app .","['charge', 'free', '1', 'week', 'trial', 'period', 'day', 'notice', 'money', 'deduct', 'account', 'disappointing', 'app']",charge free 1 week trial period day notice money deduct account disappointing app
129,i had payed on browser for the app and as i notice i payed more that a normal app user pay and they create an account for me and they did not even activate my account and is keep asking me to pay for or to do trial. very unprofessional.,I have pay on browser for the app and as I notice I pay more that a normal app user pay and they create an account for I and they do not even activate my account and be keep ask I to pay for or to do trial . very unprofessional .,"['pay', 'browser', 'app', 'notice', 'pay', 'normal', 'app', 'user', 'pay', 'create', 'account', 'activate', 'account', 'ask', 'pay', 'trial', 'unprofessional']",pay browser app notice pay normal app user pay create account activate account ask pay trial unprofessional
130,it is an amazing application for daily practice. especially for students to practice and improve their english language,it be an amazing application for daily practice . especially for student to practice and improve their english language,"['amazing', 'application', 'daily', 'practice', 'especially', 'student', 'practice', 'improve', 'english', 'language']",amazing application daily practice especially student practice improve english language
131,"i just subscribed yesterday for 3 free trial,but the app withdraw the payment,284 tl per week,is that the reason why you don't let us use the app without subscribe google payment ? i emailed to related email and they respond i have to email to google purchase, i emailed and still no response, i want my money without any effort,it's a scam","I just subscribe yesterday for 3 free trial , but the app withdraw the payment,284 tl per week , be that the reason why you do not let we use the app without subscribe google payment ? I email to related email and they respond I have to email to google purchase , I email and still no response , I want my money without any effort , it be a scam","['subscribe', 'yesterday', '3', 'free', 'trial', 'app', 'withdraw', 'payment,284', 'tl', 'week', 'reason', 'let', 'use', 'app', 'subscribe', 'google', 'payment', 'email', 'related', 'email', 'respond', 'email', 'google', 'purchase', 'email', 'response', 'want', 'money', 'effort', 'scam']","subscribe yesterday 3 free trial app withdraw payment,284 tl week reason let use app subscribe google payment email related email respond email google purchase email response want money effort scam"
132,its really works iam excited for daily practice and become a fluent english speaker . it helps me to much to learn new words new vocabulary. i really appreciate this app and iam so thankful for this app,its really work iam excited for daily practice and become a fluent english speaker . it help I to much to learn new word new vocabulary . I really appreciate this app and iam so thankful for this app,"['work', 'iam', 'excited', 'daily', 'practice', 'fluent', 'english', 'speaker', 'help', 'learn', 'new', 'word', 'new', 'vocabulary', 'appreciate', 'app', 'iam', 'thankful', 'app']",work iam excited daily practice fluent english speaker help learn new word new vocabulary appreciate app iam thankful app
133,"i had bad experience with this app. i paid a weekly subscription, but i couldn't spend even 15 minutes in a day; this app after 15 minutes automatically strucked.","I have bad experience with this app . I pay a weekly subscription , but I could not spend even 15 minute in a day ; this app after 15 minute automatically strucke .","['bad', 'experience', 'app', 'pay', 'weekly', 'subscription', 'spend', '15', 'minute', 'day', 'app', '15', 'minute', 'automatically', 'strucke']",bad experience app pay weekly subscription spend 15 minute day app 15 minute automatically strucke
134,"it has random answers a bit close to real answers, it doesn't work well and slow when sending commands.","it have random answer a bit close to real answer , it do not work well and slow when send command .","['random', 'answer', 'bit', 'close', 'real', 'answer', 'work', 'slow', 'send', 'command']",random answer bit close real answer work slow send command
135,wonderful attempt to develop such application. i am glad this discription of work will surely be addressed by all of us. it's based on very calculative need of one. i am happy to share that i am ranking you guys ...top. best of luck. 5 star,wonderful attempt to develop such application . I be glad this discription of work will surely be address by all of we . it be base on very calculative need of one . I be happy to share that I be rank you guy ... top . good of luck . 5 star,"['wonderful', 'attempt', 'develop', 'application', 'glad', 'discription', 'work', 'surely', 'address', 'base', 'calculative', 'need', 'happy', 'share', 'rank', 'guy', 'good', 'luck', '5', 'star']",wonderful attempt develop application glad discription work surely address base calculative need happy share rank guy good luck 5 star
136,"it is so good for that people who want to speak in english and talking with ai it si so good but plsss remove the subscription make it free in this world everyone needs money only but this app doesn't need make it free,no subscription.","it be so good for that people who want to speak in english and talk with ai it si so good but plsss remove the subscription make it free in this world everyone need money only but this app do not need make it free , no subscription .","['good', 'people', 'want', 'speak', 'english', 'talk', 'ai', 'si', 'good', 'plsss', 'remove', 'subscription', 'free', 'world', 'need', 'money', 'app', 'need', 'free', 'subscription']",good people want speak english talk ai si good plsss remove subscription free world need money app need free subscription
137,this program is great but there is one problem. i can't make the payment because i don't have a credit card or international account because i'm iranian.,this program be great but there be one problem . I can not make the payment because I do not have a credit card or international account because I be iranian .,"['program', 'great', 'problem', 'payment', 'credit', 'card', 'international', 'account', 'iranian']",program great problem payment credit card international account iranian
138,very good app to use if you've an intension of learning different languages,very good app to use if you have an intension of learn different language,"['good', 'app', 'use', 'intension', 'learn', 'different', 'language']",good app use intension learn different language
139,i cant choose my native language in that option. tamil is not there then if i am not choose other language how can i learn so useless and if we not choose any languages we cant use no skip that option also so.....,I can not choose my native language in that option . tamil be not there then if I be not choose other language how can I learn so useless and if we not choose any language we can not use no skip that option also so .....,"['choose', 'native', 'language', 'option', 'tamil', 'choose', 'language', 'learn', 'useless', 'choose', 'language', 'use', 'skip', 'option']",choose native language option tamil choose language learn useless choose language use skip option
140,it is a magnificent app with great features in it! i like it very much.,it be a magnificent app with great feature in it ! I like it very much .,"['magnificent', 'app', 'great', 'feature', 'like']",magnificent app great feature like
